name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield efficiency,shield upkeep,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Crusier#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
诺言,HSI_Promise,突击巡洋舰,光环动力舰船工业,HSI_TimeWarp,18,9000,1400,8800,,600,215,1,35,25,20,12,12,2000,PHASE,HSI_LuminarFlow,,,,0.01,0,200,350,150,150,5,30,7,175000,4,12,540,0.25,30,30,COMBAT,"HSI_bp,no_autofit",,0.1,2,3,HSI_TravelJump,
未明,HSI_Spade,奇袭巡洋舰,光环动力舰船工业,HSI_Phaseteleporter,13,6000,800,6000,,450,140,,75,55,35,15,12,1350,PHASE,HSI_FortifiedShield,,,,0.02,0.03,150,225,100,100,5,30,8,70000,4,10,480,0.25,22,22,COMBAT,"HSI_bp,no_autofit",,0.1,2,3,HSI_TravelJump,
朔风,HSI_Xianfeng,巡洋航母,光环动力舰船工业,HSI_TimeShunt,16,7500,950,5500,,350,155,3,45,35,25,16,10,2000,PHASE,HSI_EmergencyBarrier,,,,0.01,0,200,350,150,150,5,30,7,125000,4,12,480,0.25,26,26,"CARRIER,COMBAT","HSI_bp,no_autofit",,0.1,1,4,HSI_TravelJump,
金雕,HSI_Eagle,巡洋舰,光环动力舰船工业,maneuveringjets,16,7500,1200,6500,,700,155,,60,40,30,15,20,1200,PHASE,HSI_EmergencyBarrier,,,,0.01,0,150,250,150,100,3,33,8,100000,3,12,480,0.25,20,20,COMBAT,"HSI_bp,no_autofit",,0.1,1,4,HSI_TravelJump,
惑星,HSI_Aurora,巡洋舰,光环动力舰船工业,plasmajets,18,8000,1000,7500,,750,165,,80,50,25,25,25,1800,PHASE,HSI_FortifiedShield,,,,0.02,0.03,75,200,150,90,3,30,8,200000,4,20,420,0.25,32,32,COMBAT,"HSI_bp,no_autofit",,0.1,1,4,HSI_TravelJump,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Destroyer#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
灯火,HSI_DengHuo,货舰,光环动力舰船工业,HSI_HMGTurretDeploy,2,3000,500,4000,,250,55,1,60,45,55,20,25,600,PHASE,HSI_EmergencyBarrier,,,,0.01,0,120,300,200,150,2,15,8,27000,6,15,240,0.25,5,5,"CARRIER,CIVILIAN,FREIGHTER","HSI_bp,no_autofit",,0.8,2,3,,
纸鸢,HSI_ZhiYuan,高速驱逐舰,光环动力舰船工业,HSI_Phaseteleporter,9,4000,550,5000,,450,80,,105,80,60,45,30,350,PHASE,HSI_FortifiedShield,,,,0.02,0.03,120,180,50,70,3,15,8,30000,6,15,300,0.25,9,9,,"HSI_bp,no_autofit",,0.8,2,3,HSI_TravelJump,
挽歌,HSI_Elegy,支援驱逐舰,光环动力舰船工业,HSI_ElegySystem,12,2500,450,4400,,400,60,,110,85,65,35,20,400,PHASE,HSI_SubSpaceWalker,,,,0.04,0.04,90,150,80,60,3,15,8,72000,6,20,300,0.25,13,13,PHASE,"HSI_bp,no_autofit",,0.8,2,3,HSI_TravelJump,
织缕,HSI_Weaver,打击驱逐舰,光环动力舰船工业,HSI_TorpedoFactory,11,6000,800,4000,,240,110,,65,45,55,30,25,500,PHASE,HSI_EmergencyBarrier,,,,0.01,0,60,100,90,90,3,30,9,38000,5,15,300,0.25,15,15,"COMBAT,MISSILE_HARDPOINTS_ROTATE","HSI_bp,no_autofit",,0.4,2,3,HSI_TravelJump,
启明,HSI_Qiming,护航航母,光环动力舰船工业,HSI_TimeShunt,12,4500,500,4000,,210,90,1,75,60,45,25,20,400,PHASE,HSI_EmergencyBarrier,,,,0.02,0.03,60,120,250,70,2,35,9,36000,4,15,360,0.25,13,13,"CARRIER,COMBAT","HSI_bp,no_autofit",,0.4,2,3,HSI_TravelJump,
猎隼,HSI_Sunder,驱逐舰,光环动力舰船工业,highenergyfocus,10,4000,500,6000,,475,105,,90,80,60,30,30,350,PHASE,HSI_FortifiedShield,,,,0.02,0.03,50,70,80,50,2,25,9,45000,5,15,300,0.25,14,14,,"HSI_bp,no_autofit",,0.4,2,3,HSI_TravelJump,
冷雨,HSI_Medusa,驱逐舰,光环动力舰船工业,displacer,12,3000,400,4600,,400,115,,100,90,60,40,100,300,PHASE,HSI_EmergencyBarrier,,,,0.02,0.03,35,50,50,40,2,20,9,60000,5,20,300,0.25,12,12,,"HSI_bp,no_autofit",,0.4,2,3,HSI_TravelJump,
林枭,HSI_Shrike,轻型驱逐舰,光环动力舰船工业,plasmajets,9,2800,400,4400,,400,100,,100,100,80,35,80,250,PHASE,HSI_EmergencyBarrier,,,,0.02,0.03,20,40,40,60,2,30,10,20000,5,15,300,0.25,8,8,,"HSI_bp,no_autofit",,0.8,2,3,HSI_TravelJump,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Frigate#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
云烟,HSI_YunYan,重型护卫舰,光环动力舰船工业,HSI_SpaceStorm,6,3000,500,2250,,200,60,,105,120,100,60,90,150,PHASE,HSI_LuminarFlow,,,,0.02,0.03,20,40,40,25,1,15,10,11000,10,20,180,0.25,6,6,,"HSI_bp,no_autofit",,0.7,1,2,,
游星,HSI_Comet,辅助护卫舰,光环动力舰船工业,HSI_SiegeMode,3,1500,300,3500,,250,40,,90,80,70,100,100,125,PHASE,HSI_EmergencyBarrier,,,,0.02,0.03,30,60,25,15,1,15,9,6000,10,20,240,0.25,5,5,,"HSI_bp,no_autofit",,0.5,1,2,,
天光,HSI_TianGuang,时间突击舰,光环动力舰船工业,HSI_UnstableTimeFlow,7,1750,300,4000,,600,65,,145,120,100,60,90,150,PHASE,HSI_EmergencyBarrier,,,,0.02,0.03,20,40,40,25,1,15,10,19000,10,20,180,0.25,15,15,,"HSI_Elite_bp,no_autofit",,0.7,1,2,,
重锤,HSI_Wolf,护卫舰,光环动力舰船工业,maneuveringjets,5,2000,300,2000,,100,40,,90,160,120,60,120,250,PHASE,HSI_EmergencyBarrier,,,,0.02,0.03,15,30,40,20,1,20,9,4500,8,10,300,0.25,4,4,,"HSI_bp,no_autofit",,0.7,1,2,,
长风,HSI_Scarab,重型护卫舰,光环动力舰船工业,temporalshell,8,2000,300,2000,,200,55,,130,120,100,60,120,300,PHASE,HSI_EmergencyBarrier,,,,0.02,0.03,35,45,40,20,1,20,10,17000,7,20,180,0.25,8,8,,"HSI_Elite_bp,no_autofit",,0.5,1,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使徒,HSI_Apostle,实验型机甲,光环动力舰船工业,HSI_UnstableTimeFlow,15,2000,550,8000,,425,60,,165,120,100,60,120,300,OMNI,,150,0.8,0.4,,,1,2,10,10,1,1,10,17000,7,20,240,0.25,32,32,HIDE_IN_CODEX,"restricted,no_sell,no_bp_drop",,0.5,1,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Wings#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雷神,HSI_Thor,轰炸机,光环动力舰船工业,HSI_ThorFury,2,700,150,450,,50,0,,125,120,80,75,75,70,FRONT,,180,1,0,,,3,3,0,0,0,0,12,4000,,,,,0,0,,,,,,,,
女仆,HSI_Maid,无人支援机,光环动力舰船工业,,0,200,10,200,,20,0,,300,250,75,75,75,70,FRONT,,360,1,0,,,0,0,0,0,0,0,12,4000,,,,,0,0,,,,,,,,
蝶群,HSI_ButterFly,具现实体,[数据不存在],emp,4,900,150,1000,,150,0,,400,325,300,180,120,10,NONE,,,,,,,0,0,,,,,,,,,,,0,0,HIDE_IN_CODEX,"restricted,no_sell,no_bp_drop,no_drop,no_drop_salvage",,,,,,
侧卫,HSI_Flanker,截击机,光环动力舰船工业,flarelauncher_fighter,1,500,100,400,,40,0,,150,280,190,90,180,20,NONE,,,,,,,2,2,0,0,0,0,12,4000,,,,,0,0,,,,,,,,
幽浮,HSI_Mayfly,支援机,光环动力舰船工业,HSI_SpaceStorm,1,600,200,600,,80,0,,140,250,200,100,200,40,NONE,,,,,,,2,2,0,0,0,0,12,4000,,,,,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白昼,HSI_DayTime,战斗机,光环动力舰船工业,HSI_DayTimeAurora,4,750,75,550,,150,,,350,475,400,360,650,35,OMNI,,180,1,0,,,0,0,0,0,0,0,12,4000,,,,,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天启,HSI_Apocalyse,重型无人作战单元,光环动力武器工业,HSI_DreadnoughtCharge,3,1500,300,1600,,150,0,,105,115,60,135,135,70,FRONT,,360,1,0,,,0,0,,,,,,18000,,,,,0,0,,,0.3,,,,,
弩手,HSI_Arbaletrier,打击无人作战单元,光环动力武器工业,HSI_Arbaletrier_Support,3,600,150,750,,100,0,,75,75,75,150,150,35,PHASE,HSI_ShieldUp,,,,0,0,0,0,,,,,,14000,,,,,0,0,,,0.2,,,,,
弩手,HSI_Arbaletrier_WingMan,打击无人作战单元,光环动力武器工业,,3,600,150,750,,100,0,,75,75,75,150,150,35,PHASE,HSI_ShieldUp,,,,0,0,0,0,,,,,,14000,,,,,0,0,,,0.2,,,,,
舞者,HSI_Dancer,轻型无人作战单元,光环动力武器工业,,1,500,75,500,,75,0,,425,600,500,360,700,25,PHASE,HSI_DodgeFighter,120,1,0,0,0,0,0,,,,,,14000,,,,,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Special#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中型炮塔,HSI_PhaseTurret,中型炮塔,光环动力舰船工业,,0,1200,400,4000,4000,400,0,,325,250,250,120,90,40,NONE,,120,1,0,,,0,0,0,0,0,,12,,,,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX","restricted,no_sell,no_bp_drop,no_drop,no_drop_salvage",,,,,,
特效引擎,HSI_EngineFXDrone,特效引擎,,,0,10000000,0,100000,,100000,,,100,100,100,100,100,100,NONE,,,,,,,,,,,,,,,,,,,,,,"restricted,no_sell,no_bp_drop,no_drop,no_drop_salvage",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
坚城,HSI_Camelot,便携要塞,光环动力舰船工业,emp,21,12000,1600,20000,20000,600,300,,0,0,0,0,0,2500,OMNI,,360,1,0.1,,,0,0,0,0,0,0,0,500000,,0,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX","restricted,no_sell,no_bp_drop,no_drop,no_drop_salvage",,0,1,1,,
小帮手,HSI_Wingman,小帮手,光环动力武器工业,,0,350,75,2000,,50,0,,325,300,275,240,200,1,FRONT,,360,1,0,,,0,0,0,0,0,,12,,,,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX","restricted,no_sell,no_bp_drop,no_drop,no_drop_salvage",,,,,,
小帮手,HSI_Wingman_Trail,小帮手,光环动力武器工业,,0,350,75,2000,,50,0,,325,300,275,240,200,1,FRONT,,360,1,0,,,0,0,0,0,0,,12,,,,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX","restricted,no_sell,no_bp_drop,no_drop,no_drop_salvage",,,,,,
中帮手,HSI_Tunnel,中帮手,光环动力武器工业,,0,350,75,2000,,2000,0,,600,600,600,720,720,1,NONE,,120,1,0,,,0,0,0,0,0,,12,,,,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX","restricted,no_sell,no_bp_drop,no_drop,no_drop_salvage",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#EGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔弹射手,HSI_F_01_69,E.G.O,L部门,,15,4000,400,6000,,400,60,,105,80,60,45,30,350,PHASE,HSI_ButterflyDive,,,,0.02,0.03,120,180,50,70,3,15,8,60000,6,8,300,0.25,15,15,"PHASE,HIDE_IN_CODEX","LD_bp,no_sell,no_bp_drop,no_autofit,restricted",,0.4,2,3,,
蝶,HSI_T_01_68,E.G.O,L部门,HSI_Burial,25,5000,600,10000,15000,750,150,1,90,100,80,30,60,650,PHASE,HSI_ButterflyDive,,,,0.02,0.025,90,150,120,40,2,15,9,120000,5,12,60,0.25,35,35,"PHASE,HIDE_IN_CODEX","LD_bp,no_sell,no_bp_drop,no_autofit,restricted",0,0.6,2,3,HSI_TravelJump,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Station#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J01,HSI_J01,主宰,光环动力舰船工业,,400,80000,2400,60000,2500,1200,1000,,10,2000,2000,3,3,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,50000000,10,0,2500,0,200,200,"UNBOARDABLE, HIDE_IN_CODEX,SHIP_WITH_MODULES","no_autofit,no_bp_drop,no_drop,no_dealer,no_sell,restricted,HSI_Juggernaut",,,,,HSI_TravelJump,
J01-机库,HSI_J01_Hangar,机库,光环动力舰船工业,,1,20000,2400,25000,25000,1200,1000,8,0,0,0,10,10,3500,PHASE,HSI_LuminarFlow,,,,0.01,0,0,0,0,0,1,0,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",HSI_Juggernaut,,,,,,
J01-前部火力模块L,HSI_J01_LF,火力模块,光环动力舰船工业,,1,20000,2200,15000,25000,1000,1000,,0,0,0,10,10,3500,PHASE,HSI_EmergencyBarrier,,,,0.01,0,0,0,0,0,1,0,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",HSI_Juggernaut,,,,,,
J01-前部火力模块R,HSI_J01_RF,火力模块,光环动力舰船工业,,1,20000,2200,15000,25000,1000,1000,,0,0,0,10,10,3500,PHASE,HSI_EmergencyBarrier,,,,0.01,0,0,0,0,0,1,0,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",HSI_Juggernaut,,,,,,
J01-后部火力模块L,HSI_J01_LB,火力模块,光环动力舰船工业,,1,20000,2000,15000,25000,1000,1000,,0,0,0,10,10,3500,PHASE,HSI_LuminarFlow,,,,0.01,0,0,0,0,0,1,0,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",HSI_Juggernaut,,,,,,
J01-后部火力模块R,HSI_J01_RB,火力模块,光环动力舰船工业,,1,20000,2000,15000,25000,1000,1000,,0,0,0,10,10,3500,PHASE,HSI_LuminarFlow,,,,0.01,0,0,0,0,0,1,0,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",HSI_Juggernaut,,,,,,
J01-主引擎,HSI_J01_Engine,引擎,光环动力舰船工业,,1,15000,1600,15000,20000,1000,1000,,0,0,0,10,10,3500,PHASE,HSI_EmergencyBarrier,,,,0.01,0,0,0,0,0,1,0,,500000,,1,,,0,0,"UNBOARDABLE, HIDE_IN_CODEX",HSI_Juggernaut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
