id,type,frame,magnitude,map,path
HSI_Promise,ship,,1,surface,graphics/surface/HSI_Promise_surface.png
HSI_Promise,ship,,1,material,graphics/material/HSI_Promise_material.png
HSI_ShanYu,ship,,1,normal,graphics/normal/HSI_ShanYu_normal.png
HSI_ShanYu,ship,,1,surface,graphics/surface/HSI_ShanYu_surface.png
HSI_ShanYu,ship,,1,material,graphics/material/HSI_ShanYu_material.png
HSI_Xianfeng,ship,,1,normal,graphics/normal/HSI_Xianfeng_normal.png
HSI_Xianfeng,ship,,1,surface,graphics/surface/HSI_Xianfeng_surface.png
HSI_Xianfeng,ship,,1,material,graphics/material/HSI_Xianfeng_material.png
HSI_Qiming,ship,,1,normal,graphics/normal/HSI_Qiming_normal.png
HSI_Qiming,ship,,1,surface,graphics/surface/HSI_Qiming_surface.png
HSI_Qiming,ship,,1,material,graphics/material/HSI_Qiming_material.png
HSI_F_01_69,ship,,1,normal,graphics/normal/HSI_F_01_69_normal.png
HSI_F_01_69,ship,,1,surface,graphics/surface/HSI_F_01_69_surface.png
HSI_F_01_69,ship,,1,material,graphics/material/HSI_F_01_69_material.png
HSI_Conquest,ship,,1,normal,graphics/normal/HSI_conquest_normal.png
HSI_Conquest,ship,,1,surface,graphics/surface/HSI_conquest_surface.png
HSI_Conquest,ship,,1,material,graphics/material/HSI_conquest_material.png
HSI_Aurora,ship,,1,normal,graphics/normal/HSI_aurora_normal.png
HSI_Aurora,ship,,1,surface,graphics/surface/HSI_aurora_surface.png
HSI_Aurora,ship,,1,material,graphics/material/HSI_aurora_material.png
HSI_Eagle,ship,,1,normal,graphics/normal/HSI_eagle_normal.png
HSI_Eagle,ship,,1,surface,graphics/surface/HSI_eagle_surface.png
HSI_Eagle,ship,,1,material,graphics/material/HSI_eagle_material.png
HSI_Sunder,ship,,1,normal,graphics/normal/HSI_sunder_normal.png
HSI_Sunder,ship,,1,surface,graphics/surface/HSI_sunder_surface.png
HSI_Sunder,ship,,1,material,graphics/material/HSI_sunder_material.png
HSI_Medusa,ship,,1,normal,graphics/normal/HSI_medusa_normal.png
HSI_Medusa,ship,,1,surface,graphics/surface/HSI_medusa_surface.png
HSI_Medusa,ship,,1,material,graphics/material/HSI_medusa_material.png
HSI_Shrike,ship,,1,normal,graphics/normal/HSI_shrike_normal.png
HSI_Shrike,ship,,1,surface,graphics/surface/HSI_shrike_surface.png
HSI_Shrike,ship,,1,material,graphics/material/HSI_shrike_material.png
HSI_Wolf,ship,,1,normal,graphics/normal/HSI_wolf_normal.png
HSI_Wolf,ship,,1,surface,graphics/surface/HSI_wolf_surface.png
HSI_Wolf,ship,,1,material,graphics/material/HSI_wolf_material.png
HSI_Scarab,ship,,1,normal,graphics/normal/HSI_scarab_normal.png
HSI_Scarab,ship,,1,surface,graphics/surface/HSI_scarab_surface.png
HSI_Scarab,ship,,1,material,graphics/material/HSI_scarab_material.png
HSI_Eagle_GF3,ship,,1,normal,graphics/normal/HSI_eagle_normal.png
HSI_Eagle_GF3,ship,,1,surface,graphics/surface/HSI_eagle_surface.png
HSI_Eagle_GF3,ship,,1,material,graphics/material/HSI_eagle_material.png
HSI_Eagle_Stalker,ship,,1,normal,graphics/normal/HSI_eagle_normal.png
HSI_Eagle_Stalker,ship,,1,surface,graphics/surface/HSI_eagle_surface.png
HSI_Eagle_Stalker,ship,,1,material,graphics/material/HSI_eagle_material.png
HSI_FengYue_GF3,ship,,1,normal,graphics/normal/HSI_FengYue_normal.png
HSI_FengYue_GF3,ship,,1,surface,graphics/surface/HSI_FengYue_surface.png
HSI_FengYue_GF3,ship,,1,material,graphics/material/HSI_FengYue_material.png
HSI_Medusa_Stalker,ship,,1,normal,graphics/normal/HSI_medusa_normal.png
HSI_Medusa_Stalker,ship,,1,surface,graphics/surface/HSI_medusa_surface.png
HSI_Medusa_Stalker,ship,,1,material,graphics/material/HSI_medusa_material.png
HSI_Oath,ship,,1,normal,graphics/normal/HSI_Oath_normal.png
HSI_Oath,ship,,1,surface,graphics/surface/HSI_Oath_surface.png
HSI_Oath,ship,,1,material,graphics/material/HSI_Oath_material.png
HSI_Oath_GF3,ship,,1,normal,graphics/normal/HSI_Oath_normal.png
HSI_Oath_GF3,ship,,1,surface,graphics/surface/HSI_Oath_surface.png
HSI_Oath_GF3,ship,,1,material,graphics/material/HSI_Oath_material.png
HSI_Oath_Stalker,ship,,1,normal,graphics/normal/HSI_Oath_normal.png
HSI_Oath_Stalker,ship,,1,surface,graphics/surface/HSI_Oath_surface.png
HSI_Oath_Stalker,ship,,1,material,graphics/material/HSI_Oath_material.png
HSI_Qiming_GF3,ship,,1,normal,graphics/normal/HSI_Qiming_normal.png
HSI_Qiming_GF3,ship,,1,surface,graphics/surface/HSI_Qiming_surface.png
HSI_Qiming_GF3,ship,,1,material,graphics/material/HSI_Qiming_material.png
HSI_Scarab_Stalker,ship,,1,normal,graphics/normal/HSI_scarab_Stalker_normal.png
HSI_Scarab_Stalker,ship,,1,surface,graphics/surface/HSI_scarab_Stalker_surface.png
HSI_Scarab_Stalker,ship,,1,material,graphics/material/HSI_scarab_Stalker_material.png
HSI_ShanYu_Stalker,ship,,1,normal,graphics/normal/HSI_ShanYu_normal.png
HSI_ShanYu_Stalker,ship,,1,surface,graphics/surface/HSI_ShanYu_surface.png
HSI_ShanYu_Stalker,ship,,1,material,graphics/material/HSI_ShanYu_material.png
HSI_TianGuang_Stalker,ship,,1,normal,graphics/normal/HSI_X_normal.png
HSI_TianGuang_Stalker,ship,,1,surface,graphics/surface/HSI_X_surface.png
HSI_TianGuang_Stalker,ship,,1,material,graphics/material/HSI_X_material.png
HSI_Weaver_GF3,ship,,1,normal,graphics/normal/HSI_Weaver_normal.png
HSI_Weaver_GF3,ship,,1,surface,graphics/surface/HSI_Weaver_surface.png
HSI_Weaver_GF3,ship,,1,material,graphics/material/HSI_Weaver_material.png
HSI_Xianfeng_GF3,ship,,1,normal,graphics/normal/HSI_Xianfeng_normal.png
HSI_Xianfeng_GF3,ship,,1,surface,graphics/surface/HSI_Xianfeng_surface.png
HSI_Xianfeng_GF3,ship,,1,material,graphics/material/HSI_Xianfeng_material.png
HSI_YunYan_GF3,ship,,1,normal,graphics/normal/HSI_YunYan_normal.png
HSI_YunYan_GF3,ship,,1,surface,graphics/surface/HSI_YunYan_surface.png
HSI_YunYan_GF3,ship,,1,material,graphics/material/HSI_YunYan_material.png
HSI_Maid,ship,,1,normal,graphics/normal/LPC/HSI_Maid_normal.png
HSI_Mayfly,ship,,1,normal,graphics/normal/LPC/HSI_Mayfly_normal.png
HSI_Flanker,ship,,1,normal,graphics/normal/LPC/HSI_Mourning_normal.png
HSI_Thor,ship,,1,normal,graphics/normal/LPC/HSI_Thor_normal.png
HWI_Comet_Deco2,weapon,,1,normal,graphics/normal/WPN/HSI_Comet_2_normal.png
HWI_Comet_Deco2,weapon,,1,normal,graphics/normal/WPN/HSI_Comet_3_normal.png
HWI_Comet_Deco2,weapon,,1,normal,graphics/normal/WPN/HSI_Comet_4_normal.png
HWI_Comet_Deco2,weapon,,1,normal,graphics/normal/WPN/HSI_Comet_5_normal.png
HWI_Comet_Deco2,weapon,,1,normal,graphics/normal/WPN/HSI_Comet_6_normal.png
HWI_Comet_Deco2,weapon,,1,normal,graphics/normal/WPN/HSI_Comet_7_normal.png
HSI_Vision,ship,,1,normal,graphics/normal/HSI_Oath_T_normal.png
HSI_Vision,ship,,1,surface,graphics/surface/HSI_Oath_T_surface.png
HSI_Vision,ship,,1,material,graphics/material/HSI_Oath_T_material.png
HWI_Arbiter,turret,,1,normal,graphics/normal/WPN/HWI_Arbiter_turret_base_normal.png
HWI_Arbiter,hardpoint,,1,normal,graphics/normal/WPN/HWI_Arbiter_hardpoint_base_normal.png
HWI_Arbiter,turretrecoil,,1,normal,graphics/normal/WPN/HWI_Arbiter_turret_recoil_normal.png
HWI_Arbiter,hardpointrecoil,,1,normal,graphics/normal/WPN/HWI_Arbiter_hardpoint_recoil_normal.png
HWI_FocusLance,turret,,1,normal,graphics/normal/WPN/HWI_FocusLance_turret_base_normal.png
HWI_FocusLance,hardpoint,,1,normal,graphics/normal/WPN/HWI_FocusLance_hardpoint_base_normal.png
HWI_IonLanceM,turret,,1,normal,graphics/normal/WPN/HWI_FocusLance_turret_base_M_normal.png
HWI_IonLanceM,hardpoint,,1,normal,graphics/normal/WPN/HWI_FocusLance_hardpoint_base_M_normal.png
HWI_IonLance,turret,,1,normal,graphics/normal/WPN/HWI_FocusBeamM_turret_base_normal.png
HWI_IonLance,hardpoint,,1,normal,graphics/normal/WPN/HWI_FocusBeamM_hardpoint_base_normal.png
HWI_MassDriverL,turret,,1,normal,graphics/normal/WPN/HWI_MassDriverL_turret_normal.png
HWI_MassDriverL,hardpoint,,1,normal,graphics/normal/WPN/HWI_MassDriverL_hardpoint_normal.png
HWI_MassDriverM,turret,,1,normal,graphics/normal/WPN/HWI_MassDriverM_turret_normal.png
HWI_MassDriverM,hardpoint,,1,normal,graphics/normal/WPN/HWI_MassDriverM_hardpoint_normal.png
HWI_MassDriverS,turret,,1,normal,graphics/normal/WPN/HWI_MassDriverS_turret_normal.png
HWI_MassDriverS,hardpoint,,1,normal,graphics/normal/WPN/HWI_MassDriverS_hardpoint_normal.png
HWI_autopulse,turret,,1,normal,graphics/normal/WPN/HWI_autopulse_laser_turret_base_normal.png
HWI_autopulse,hardpoint,,1,normal,graphics/normal/WPN/HWI_autopulse_laser_hardpoint_base_normal.png
HWI_TurbocannonL,turret,,1,normal,graphics/normal/WPN/HWI_TurboCannonL_turret_normal.png
HWI_TurbocannonL,hardpoint,,1,normal,graphics/normal/WPN/HWI_TurboCannonL_hardpoint_normal.png
HWI_TurbocannonM,turret,,1,normal,graphics/normal/WPN/HWI_TurboCannonM_turret_normal.png
HWI_TurbocannonM,hardpoint,,1,normal,graphics/normal/WPN/HWI_TurboCannonM_hardpoint_normal.png
HWI_TurbocannonS,turret,,1,normal,graphics/normal/WPN/HWI_TurboCannonS_turret_normal.png
HWI_TurbocannonS,hardpoint,,1,normal,graphics/normal/WPN/HWI_TurboCannonS_hardpoint_normal.png
HWI_TurbocannonL,turretrecoil,,1,normal,graphics/normal/WPN/HWI_TurboCannonL_turret_recoil_normal.png
HWI_TurbocannonL,hardpointrecoil,,1,normal,graphics/normal/WPN/HWI_TurboCannonL_hardpoin_recoilt_normal.png
HWI_TurbocannonM,turretrecoil,,1,normal,graphics/normal/WPN/HWI_TurboCannonM_turret_recoil_normal.png
HWI_TurbocannonM,hardpointrecoil,,1,normal,graphics/normal/WPN/HWI_TurboCannonM_hardpoint_recoil_normal.png
HWI_TurbocannonS,turretrecoil,,1,normal,graphics/normal/WPN/HWI_TurboCannonS_turret_recoil_normal.png
HWI_TurbocannonS,hardpointrecoil,,1,normal,graphics/normal/WPN/HWI_TurboCannonS_hardpoint_recoil_normal.png
HWI_heavyneedler,turret,,1,normal,graphics/normal/WPN/HWI_flechette_heavy_turret_base_normal.png
HWI_heavyneedler,hardpoint,,1,normal,graphics/normal/WPN/HWI_flechette_heavy_hardpoint_base_normal.png
HWI_lightneedler,turret,,1,normal,graphics/normal/WPN/HWI_flechette_turret_base_norml.png
HWI_lightneedler,hardpoint,,1,normal,graphics/normal/WPN/HWI_flechette_hardpoint_base_normal.png
HWI_heavyneedler,turretrecoil,,1,normal,graphics/normal/WPN/HWI_flechette_heavy_turret_recoil_normal.png
HWI_heavyneedler,hardpointrecoil,,1,normal,graphics/normal/WPN/HWI_flechette_heavy_hardpoint_recoil_normal.png
HWI_lightneedler,turretrecoil,,1,normal,graphics/normal/WPN/HWI_flechette_turret_recoil_normal.png
HWI_lightneedler,hardpointrecoil,,1,normal,graphics/normal/WPN/HWI_flechette_hardpoint_recoil_normal.png
HWI_mjolnir,turret,,1,normal,graphics/normal/WPN/HWI_mjolnir_turret_base_normal.png
HWI_mjolnir,hardpoint,,1,normal,graphics/normal/WPN/HWI_mjolnir_hardpoint_base_normal.png
HWI_mjolnir,turretrecoil,,1,normal,graphics/normal/WPN/HWI_mjolnir_turret_recoil_normal.png
HWI_mjolnir,hardpointrecoil,,1,normal,graphics/normal/WPN/HWI_mjolnir_hardpoint_recoil_normal.png
HWI_Ragnarok,turret,,1,normal,graphics/normal/WPN/HWI_Ragnarok_turret_base_normal.png
HWI_Ragnarok,hardpoint,,1,normal,graphics/normal/WPN/HWI_Ragnarok_hardpoint_base_normal.png
HWI_Ragnarok,turretrecoil,,1,normal,graphics/normal/WPN/HWI_Ragnarok_turret_recoil_normal.png
HWI_Ragnarok,hardpointrecoil,,1,normal,graphics/normal/WPN/HWI_Ragnarok_hardpoint_recoil_normal.png
HWI_Sweeper,turret,,1,normal,graphics/normal/WPN/HWI_POS_Pod_turret_normal.png
HWI_Sweeper,hardpoint,,1,normal,graphics/normal/WPN/HWI_POS_Pod_hardpoint_normal.png
HWI_Fireworks_L,turret,,1,normal,graphics/normal/WPN/HWI_Fireworks_L_turret_base_normal.png
HWI_Fireworks_L,hardpoint,,1,normal,graphics/normal/WPN/HWI_Fireworks_L_hardpoint_base_normal.png
HWI_Counter,turret,,1,normal,graphics/normal/WPN/HWI_Counter_turret_base_normal.png
HWI_Counter,hardpoint,,1,normal,graphics/normal/WPN/HWI_Counter_hardpoint_base_normal.png
HWI_Duality,turret,,1,normal,graphics/normal/WPN/HWI_Duality_turret_normal.png
HWI_Duality,hardpoint,,1,normal,graphics/normal/WPN/HWI_Duality_hardpoint_normal.png
HWI_FirstMantitude,turret,,1,normal,graphics/normal/WPN/HWI_FM_turret_normal.png
HWI_FirstMantitude,hardpoint,,1,normal,graphics/normal/WPN/HWI_FM_hardpoint_normal.png
HWI_plasma,turret,,1,normal,graphics/normal/WPN/HSI_plasma_cannon_turret_base_normal.png
HWI_plasma,hardpoint,,1,normal,graphics/normal/WPN/HSI_plasma_cannon_hardpoint_base_normal.png
HWI_hil,turret,,1,normal,graphics/normal/WPN/HSI_hil_turret_base_normal.png
HWI_hil,hardpoint,,1,normal,graphics/normal/WPN/HSI_hil_hardpoint_base_normal.png
HWI_tachyon,turret,,1,normal,graphics/normal/WPN/HSI_tachyon_lance_turret_base_normal.png
HWI_tachyon,hardpoint,,1,normal,graphics/normal/WPN/HSI_tachyon_lance_hardpoint_base_normal.png
HWI_phasebeam,turret,,1,normal,graphics/normal/WPN/HSI_phase_beam_turret_normal.png
HWI_phasebeam,hardpoint,,1,normal,graphics/normal/WPN/HSI_phase_beam_hardpoint_normal.png
HWI_heavyblaster,turret,,1,normal,graphics/normal/WPN/HSI_blaster_turret_base_normal.png
HWI_heavyblaster,hardpoint,,1,normal,graphics/normal/WPN/HSI_blaster_hardpoint_base_normal.png
HWI_gravitonbeam,turret,,1,normal,graphics/normal/WPN/HSI_graviton_beam_turret_base_normal.png
HWI_gravitonbeam,hardpoint,,1,normal,graphics/normal/WPN/HSI_graviton_beam_hardpoint_base_normal.png
HWI_ionbeam,turret,,1,normal,graphics/normal/WPN/HSI_ionbeam_t_base_normal.png
HWI_ionbeam,hardpoint,,1,normal,graphics/normal/WPN/HSI_ionbeam_h_base_normal.png
HWI_mininglaser,turret,,1,normal,graphics/normal/WPN/HSI_mining_laser_turret_base_normal.png
HWI_mininglaser,hardpoint,,1,normal,graphics/normal/WPN/HSI_mining_laser_hardpoint_base_normal.png
HWI_heavyac,turret,,1,normal,graphics/normal/WPN/HSI_heavy_autocannon_turret_base_normal.png
HWI_heavyac,turretrecoil,,1,normal,graphics/normal/WPN/HSI_heavy_autocannon_turret_recoil_normal.png
HWI_heavyac,hardpoint,,1,normal,graphics/normal/WPN/HSI_heavy_autocannon_hardpoint_base_normal.png
HWI_heavyac,hardpointrecoil,,1,normal,graphics/normal/WPN/HSI_heavy_autocannon_hardpoint_recoil_normal.png
HWI_ionpulser,turret,0,1,normal,graphics/normal/ionpulser/HSI_ionpulser_t00_normal.png
HWI_ionpulser,turret,1,1,normal,graphics/normal/ionpulser/HSI_ionpulser_t01_normal.png
HWI_ionpulser,turret,2,1,normal,graphics/normal/ionpulser/HSI_ionpulser_t02_normal.png
HWI_ionpulser,turret,3,1,normal,graphics/normal/ionpulser/HSI_ionpulser_t03_normal.png
HWI_ionpulser,turret,4,1,normal,graphics/normal/ionpulser/HSI_ionpulser_t04_normal.png
HWI_ionpulser,hardpoint,0,1,normal,graphics/normal/ionpulser/HSI_ionpulser_h00_normal.png
HWI_ionpulser,hardpoint,1,1,normal,graphics/normal/ionpulser/HSI_ionpulser_h01_normal.png
HWI_ionpulser,hardpoint,2,1,normal,graphics/normal/ionpulser/HSI_ionpulser_h02_normal.png
HWI_ionpulser,hardpoint,3,1,normal,graphics/normal/ionpulser/HSI_ionpulser_h03_normal.png
HWI_ionpulser,hardpoint,4,1,normal,graphics/normal/ionpulser/HSI_ionpulser_h04_normal.png
HWI_gauss,turret,,1,normal,graphics/normal/WPN/HWI_gauss_cannon_turret_base_normal.png
HWI_gauss,hardpoint,,1,normal,graphics/normal/WPN/HWI_gauss_cannon_hardpoint_base_normal.png
HWI_amblaster,turret,,1,normal,graphics/normal/WPN/HWI_am_blaster_turret_base_normal.png
HWI_amblaster,hardpoint,,1,normal,graphics/normal/WPN/HWI_am_blaster_hardpoint_base_normal.png
HWI_hveldriver,turret,,1,normal,graphics/normal/WPN/HWI_hypervelocity_driver_turret_base_normal.png
HWI_hveldriver,turretbarrel,,1,normal,graphics/normal/WPN/HWI_hypervelocity_driver_turret_recoil_normal.png
HWI_hveldriver,hardpoint,,1,normal,graphics/normal/WPN/HWI_hypervelocity_driver_hardpoint_base_normal.png
HWI_hveldriver,hardpointbarrel,,1,normal,graphics/normal/WPN/HWI_hypervelocity_driver_hardpoint_recoil_normal.png
HWI_lightdualac,turret,,1,normal,graphics/normal/WPN/HWI_light_dual_autocannon_turret_base_normal.png
HWI_lightdualac,turretbarrel,,1,normal,graphics/normal/WPN/HWI_light_dual_autocannon_turret_recoil_normal.png
HWI_lightdualac,hardpoint,,1,normal,graphics/normal/WPN/HWI_light_dual_autocannon_hardpoint_base_normal.png
HWI_lightdualac,hardpointbarrel,,1,normal,graphics/normal/WPN/HWI_light_dual_autocannon_hardpoint_recoil_normal.png
HWI_heavymauler,turret,,1,normal,graphics/normal/WPN/HWI_assault_chaingun_turret_base_normal.png
HWI_heavymauler,turretbarrel,,1,normal,graphics/normal/WPN/HWI_assault_chaingun_turret_recoil_normal.png
HWI_heavymauler,hardpoint,,1,normal,graphics/normal/WPN/HWI_assault_chaingun_hardpoint_base_normal.png
HWI_heavymauler,hardpointbarrel,,1,normal,graphics/normal/WPN/HWI_assault_chaingun_hardpoint_recoil_normal.png
HWI_FallingStar,turret,,1,normal,graphics/normal/WPN/HWI_rift_cascade_turret_base_normal.png
HWI_FallingStar,hardpoint,,1,normal,graphics/normal/WPN/HWI_rift_cascade_hardpoint_base_normal.png
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
HSI_Life,ship,,1,normal,graphics/normal/HSI_Life_normal.png
HSI_Life,ship,,1,surface,graphics/surface/HSI_Life_surface.png
HSI_Life,ship,,1,material,graphics/material/HSI_Life_material.png
HSI_UkiyoA,ship,,1,normal,graphics/normal/HSI_UkiyoA_normal.png
HSI_UkiyoA,ship,,1,surface,graphics/surface/HSI_UkiyoA_surface.png
HSI_UkiyoA,ship,,1,material,graphics/material/HSI_UkiyoA_material.png
HSI_UkiyoB,ship,,1,normal,graphics/normal/HSI_UkiyoB_normal.png
HSI_UkiyoB,ship,,1,surface,graphics/surface/HSI_UkiyoB_surface.png
HSI_UkiyoB,ship,,1,material,graphics/material/HSI_UkiyoB_material.png
HSI_UkiyoC,ship,,1,normal,graphics/normal/HSI_UkiyoC_normal.png
HSI_UkiyoC,ship,,1,surface,graphics/surface/HSI_UkiyoC_surface.png
HSI_UkiyoC,ship,,1,material,graphics/material/HSI_UkiyoC_material.png
,,,,,
,,,,,
,,,,,
,,,,,
