id,type,text1,text2,text3,text4,notes
HWI_hil,WEAPON,这种射程远伤害高的激光武器，常被安装在那些需要高效反装甲武器的舰船或者火力支援舰上。,,,,
HWI_tachyonlance,WEAPON,拥有毁灭性破坏力与 EMP 洪流的瞬发型光束武器。武器工业的改装仅为其提供了熔毁协议的接口。,,,,
HWI_phasebeam,WEAPON,射程与持续时间短，但威力巨大的激光武器，与其他瞬发光束类似，均拥有极佳的装甲破坏力。,,,,
HWI_heavyblaster,WEAPON,能连续发射能量束的武器。极高的破坏力与极高的幅能输出，使其成为最具杀伤性的武器之一。武器工业设法降低了这种武器的威力，以此换取更为合理的幅能压力。由于减少了缓冲所需的能量导管，其幅能消耗也有所降低。,,,,
HWI_gravitonbeam,WEAPON,能远距离对护盾持续施压的非典型光束武器，但无法威胁到装甲。受限于其工作原理，对这种武器进行的改造微乎其微，以至于被戏称为只是涂了油漆。,,,,
HWI_ionbeam,WEAPON,作为远程支援武器，离子束能在目标硬幅能水平上升时，逐步产生穿透护盾的破坏性电磁脉冲弧，但较高的幅能成本限制了压制效果。武器工业的改装仅为其提供了熔毁协议的接口。,,,,
HWI_mininglaser,WEAPON,用于拦截导弹与战机的一种廉价且实用的激光武器。与众不同的构造使它拥有比大多数点防武器更优秀的射程。,,,,
HWI_heavyac,WEAPON,使用标准炮弹向中距离目标三发点射的三管自动加农炮。用来对付护盾时最为有效。武器工业改造了自动供弹和后座系统，并意外地发现这有助于加强重型自动炮贫弱的精度。,,,,
HWI_ionpulser,WEAPON,加强版离子炮，拥有足以在交战时迅速瘫痪敌舰系统与引擎的巨量 EMP 效果，并产生严重损伤着弹点附近模块的电弧。,,,,
HSI_Crossbow,WEAPON,弩手-无人作战单元 装备的重型火炮。具备跨射能力，射程极长，通常用于清扫工事，也可用于直射打击载具等重型目标。作为光环动力地面战斗的移动火力支点使用。,,,,
HSI_Arbaletrier_R,WEAPON,小型脉冲武器。压制能力较强，一般用作 弩手-无人作战单元 的近身防御武器。,,,,
HWI_Thunder,WEAPON,压缩有八枚奇点弹药的导弹，在距离目标较近时会一次性射出，具备优异的打击能力。,,,,
HWI_gauss,WEAPON,这种巨大的加速器能以极高的速度发射重型穿甲体，从远处对护盾造成毁灭性打击。,,,,
HWI_amblaster,WEAPON,这种被 速子科技 及其爪牙们广泛使用的毁灭性武器经历了大量实战检验，出于对其威力的肯定，武器工业将反物质冲击波也纳入了改造体系，并基于其原理开发了更大型的武器。,,,,
HWI_hveldriver,WEAPON,一种可靠的中距离武器，能发射高速穿甲体以摧毁目标的护盾。,,,,
HWI_lightdualac,WEAPON,这种能在近距离投射强大火力的轻型武器是许多不具备维护针刺的条件，或是热衷于冲锋的船长的最爱。武器工业对其的改造也极为有限——因为改无可改。,,,,
HWI_heavymauler,WEAPON,一种可靠的中距离武器，能发射高速高爆弹以撕碎目标的装甲。,,,,
HWI_Thunder_S,WEAPON,压缩有八枚奇点弹药的导弹，在距离目标较近时会一次性射出。相互之间的干扰使这些弹药难以精确命中目标，反而变相保证了优异的瘫痪效果。,,,,
HWI_Thunder_M,WEAPON,装载有数发 雷鸣MIRV 的发射器。轻量级设计导致其可用的弹药极少，同时也利于安装在小型舰船上。由于 雷鸣MIRV 的惊人杀伤力，即使对备弹有过分追求的舰长也很少批评其设计理念。,,,,
HWI_TingYu_M,WEAPON,用于反大型目标的低速重型鱼雷，采用约束战斗部，一旦约束场失稳就会造成巨大爆炸。为了解决传统制导系统受到的强烈干扰，武器工业使用了一种基于引力信号的自导设计，允许其向附近引力信号最强烈的目标进行有限的方向修正。有限的机动和狭窄的导引头视野尽可能阻止了听雨立刻折返攻击友军，但其漫长的动力段导致偶有鱼雷环绕大半个战场命中友军的事故发生。,,,,
HSI_Dancer_RA,WEAPON,均衡高射速等离子武器。在命中时，破裂的不稳定等离子会溢出并严重干扰周围的能量管线和通讯信号。可以装填不同型号的离子激发源以产生不同性质的等离子体，在实际战斗中更类似常规轻型射弹武器的使用方式。,,,,
HWI_UGB_S,WEAPON,一枚多用途惯性炸弹。最廉价和古老的无制导武器。,,,,
HWI_Roamer,WEAPON,发射微型空泡的高射速机炮，以能迅速摧毁各类防御措施而被纳入作战体系。独立电容器允许两侧同时倾泄爆发式火力，在爆发射击结束后需要一段时间为电容再次充能。,,,,
HWI_Liebe,WEAPON,"被冠以超巨型轨道炮之名的大型武器系统，其尺寸超过了常见的绝大多数武器，发射几乎能瞬间命中的高速射弹，由于其过快的弹速而经常被错认为光束武器。在开火前可以为电容过充能而提高射弹威力。""爱恋""的基础部分由涡轮炮改装而来，至于能量弹体如何由轨道加速，其中的原理科学技术部并未披露。",,,,
HWI_HuoShu,WEAPON,"在""二象性""大获成功后开发的衍生型导弹。采用了与""二象性""类似的微型锻炉设计，因而能在非导弹槽位上持续补充防空导弹。受限于空间和安全性考虑，""火树""发射的导弹威力远不如""二象性""。",,,,
HWI_WingMan_Catapult,WEAPON,"除了和""小帮手""使用同款无人机技术外几乎毫无相似之处。""大帮手""本质是某种可快速部署的无人机生产车间，能持续生产廉价、脆弱的无人机群对目标进行持续压制。为了达到设计目的，""大帮手""极大幅度削弱了无人机的防护性能和AI性能，只保留了最基础的防护。机群只能在中控的引导下发动攻击，其智能水平也许根本够不到AI核心的级别。",,,,
HWI_TingYu_L,WEAPON,"用于反大型目标的低速重型鱼雷，采用约束战斗部，一旦约束场失稳就会造成巨大爆炸。为了解决传统制导系统受到的强烈干扰，武器工业使用了一种基于引力信号的自导设计，允许其向附近引力信号最强烈的目标进行有限的方向修正。有限的机动和狭窄的导引头视野尽可能阻止了听雨立刻折返攻击友军，但其漫长的动力段导致偶有鱼雷环绕大半个战场命中友军的事故发生。大型版本的""听雨""采用了三发连射的设计模式，为了避免受相互之间引力信号的影响，这种连射间隔十分漫长。",,,,
HWI_Tunnel,WEAPON,"""中帮手""是帮手系列中最怪异的一位，其携带有三门可自由调度的离子矛发射极，对锁定目标的后部执行攻击。由于子机的低能量信号和小体积，几乎不可能被命中。对于小型舰船而言，这种高度精准而且使命必达的武器是毁灭性的。",,,,
HWI_irautolance_Fighter,WEAPON,能进行短时爆发的廉价轻型光束。由于其光束不够凝聚，无法对抗常规的舰船装甲。经过武器工业的特殊改装，使其能发挥额外的战术效果。,,,,
HWI_Kraken,WEAPON,"新近被纳入装备序列的""海妖""火箭由武器工业第三设计局开发，延续了他们一贯的低成本通用型风格。这款火箭舱具备优异的适装性，能安装在任何中型槽位上，但仅在导弹槽位上能完全发挥附加功能。这些功能巧妙使用了标准导弹接口的功能而不必增加武器死重。为弥补其不太令人满意的精度，这种火箭会在目标附近爆炸，以增加杀伤概率。",,,,
HWI_ArcBlaster,WEAPON,尽管其外观与马克九十分类似，但经过工程师团队的仔细检查，他们发现这种武器与马克九毫无联系。弧光冲击波以不明原理向目标施加超距作用，在对护盾造成严重破坏的同时还能向目标施加拉力。,,,,
,,,,,,
,,,,,,
HSI_Apostle_LA,WEAPON,约束型等离子剑，温度相较 天启 的束能枪刃更高，在切割方面表现更胜一筹。这种武器可以快速摧毁轻型目标，在主电脑辅助下，驾驶员甚至可以将来袭的导弹一分为二。,,,,
HSI_Apostle_RA,WEAPON,重型离子机枪，其火力与 自动脉冲激光 不相上下。考虑到体积和供能问题，这种武器的精妙程度远超常规大型舰载武器，然而其实际的作战效能并未有显著提升。,,,,
HSI_DayTimeMG,WEAPON,根据有限的技术手册，这种武器名为 白夜 ，作为 白昼-联队 唯一的武器使用。技术团队在测试中严重低估了这种武器的威力，他们设置的驱逐级装甲板被这种看似并不致密的粒子流迅速贯穿，很快他们发现这种武器的输出功率远不及看起来那么无害。,,,,
,,,,,,
HWI_SkyFire,WEAPON,"""毁灭性的红色光束从战场之外袭来，过载了 黑色幽默号 的护盾，钻开了装甲，最终从另一侧穿出，将叛军们引以为傲的旗舰变成了一团熔融的废铁。""",,,,
,,,,,,
,,,,,,
#舰船#,,,,,,
HSI_Thor,SHIP,挂载有一枚 雷鸣MIRV 导弹的反舰轰炸机。超长的挂载射程和相对较高的速度使其能在相对安全的距离打击目标，并借助屏障安全撤回母舰。配置有轻量级电弧发生器，能对试图拦截的敌方战机造成毁灭性打击。,,,,
HSI_Oath,SHIP,"誓约-级 是理事会早期使用外星技术武装大型舰船的实验型号。誓约-级在多次行动中表现出了远超原有型号的战斗潜力，因而被迅速投入量产以取代老旧的 攻势-级。 誓约-级 在设计时就以维持和推进阵线为主要目标，配备了厚重的装甲和庞大的幅能缓冲区，代价是牺牲了电网的散热能力。

在 誓约-级 的第二次改造中，搭载了只能短时激活的时间线圈，以为这艘巨舰提供一定程度的战术机动能力。这一实验性改造很快进行了推广，成为 誓约-级 的标准配置，也是如今最广为人知的型号。

这种保有量巨大的主力舰在大崩塌后的一百年间始终是光环动力舰队的中流砥柱，直到新锐的 风月-级、山雨-级 和少量超级主力舰投入现役，许多舰队才把 誓约-级 从旗舰的位置上替换下来。",,,,
HSI_Apocalyse,SHIP,"天启-重型无人作战单元原本是武器工业为地面战开发的重型机甲。携带有一具重型火神炮，搭配上战舰级的重甲，在地面战中能提供压倒性的优势——并使对方士兵的心理崩溃。为了提供在地面战中充足的机动性，以及可能的登船应用场景， 天启安装有三座推进器，足以支持短距离的空间机动。

理事会认为这种机甲稍加修改就可由飞行甲板生产，无需存储在货舱中。武器工业开发了舰载标准的LPC型天启，并被巡逻舰队广泛使用。这种强大的机甲不仅能在地面战中摧毁叛军，也能在太空中重创小型目标，而无需承担多少人员伤亡。

其最大的负面影响可能是霸主内部对其智能水平的担忧。不过在大量的军援和若隐若现的数个战斗群面前，没有人会把这件事提到明面上说。",,,,
HSI_Apocalyse_G,SHIP,天启火力改进型，内部代号“掷弹兵”。装有两具三联装肩部发射器，能向前方扇面发射毁灭性的罐式炸药。多用于执行反载具作战和建筑破坏任务，对巷战中固守的敌人也能造成严重杀伤。严重的附带损害使这种机体只会在无火力管制的战斗中出场。此外，这种改造占用了原本机炮的位置，因而这一型号的远程火力稍显贫弱。不少陆战队员认为这提高了它们的近战水平，但是武器工业的内部报告否认了近距离战斗经验与机体近战能力的相关性。,,,,
HSI_Citadel,SHIP,城池-级 应用了某种纠缠系统的变体——因为纠缠系统不足以支持 城池-级 携带的 坚城-火力平台。通过放弃其他功能只保留远程部署和回收模块，城池-级 得以将其绝大部分火力部署至战场的任意位置，以控制战术点或是为舰队提供支点，同时自身以接近巡洋舰的机动性继续控制战场。理事会将其划分为防御战列舰，以强调其同时安装两种护盾发生器带来的强大防护，以及贫瘠的进攻能力。,,,,
HSI_Promise,SHIP,诺言-级 是光环动力舰队中 统治者-级 的继任者。作为舰队的重巡洋舰保留了厚重的护盾和幅能缓冲区，并安装了一般光环动力舰船不具备的厚重装甲和结构强化场。代价是推进器能源减少而导致的机动不佳。通常在舰队中用于和其他舰船组成阵线，在高机动舰船撕扯出缺口后稳步推进并分割敌人。,,,,
HSI_Spade,SHIP,未明-级 安装有一门轴基重型火炮：人理之锤。薄弱的常规武备使 未明-级 不善于与敌方进行幅能交换，它更擅长于使用人理之锤和战术系统在短时间打出爆发伤害，迫使目标在极短的时间内承受高额伤害而过载或是受到严重损伤。强大的机动性使 未明-级 的生存性有相当高的保障，但是脆弱的舰体很难在护盾下线后承受伤害。,,,,
HSI_DengHuo,SHIP,灯火-级 是用于危险环境的特殊货舰。搭载有新式的炮台部署系统，面对海盗时不至于毫无还手之力。,,,,
HSI_Elegy,SHIP,挽歌-级 的造价极其昂贵。这种支援舰极其缺乏常规火力，但是携带的特殊设备能干扰目标的子系统运作，使目标接近瘫痪。为了弥补常规火力的不足，携带了目前仍被列为机密的 灵-系统，即使在围攻中也不至于落入下风，同时能以一种近乎神秘学的方式增加目标承受的损伤。,,,,
HSI_ZhiYuan,SHIP,纸鸢-级 善于对抗小型舰船，内置了一座特殊的电磁云发射器。此外，纸鸢-级 安装了特殊的逐流系统，使 纸鸢-级 能借助天象的溢出能量进行临时的战术机动。,,,,
HSI_T_01_68,SHIP,蝶-级。每一艘L部门的舰船都由理事长亲自经手，L部门之外再无人知晓其中的秘密。这艘精密而优雅的舰船具备威胁星区内最大型目标的能力。,,,,
HSI_TianGuang,SHIP,天光-级 拥有与尺寸不相符的恐怖火力。这种时流突击舰以高额的维护需求换取了战斗中惊人的威力，尤其善于猎杀对方的小型目标。,,,,
HSI_Comet,SHIP,"游星-级 作为辅助护卫舰活跃在光环动力舰队中。这些携带重火力的护卫舰不仅能辅助己方的大型舰船维持线列，也能在必要的时候与大型目标展开搏斗。

在 天光-级 和 云烟-级 大批量投入现役之前，光环动力的小型舰船几乎处于空白，只能使用老式的人之领设计和 游星-级 弥补护卫舰的缺失。",,,,
HSI_Maid,SHIP,女仆-联队 作为轻型支援机使用。这些小型无人机通常用于为大型战舰补充防护，唯一的优点是足够廉价。,,,,
HSI_Maid_S,SHIP,在全面分析了战术需求之后，武器工业对 女仆- 联队提出了一种改造方案。这种轻型投送平台具备进入大气的能力，如果携带廉价的惯性弹药，也许能用于轨道轰炸成本过于昂贵的目标，女仆-S 就此诞生。这种结构简单的无人机可以迅速生产补充，在长途巡逻中作为传统燃料轰炸的廉价替代品。,,,,
HSI_FengYue,SHIP,一艘庞大的攻击航母，能搭载远超人之领海军历史上任何型号航母的载机。除了巨大的机库和纳米生产车间外，风月-级 还安装了一套先进的联队管理系统，以调度其庞大的机队。舰体中安装有数套时空操作设备，能选择性加速机库生产设施、武器系统或是联队，进一步提高 风月-级 的战斗效率。自下水起，风月-级 就长期作为航母分队的中坚力量，以分队旗舰的身份活跃在光环动力舰队为数不多的航母分队中。,,,,
HSI_Camelot,SHIP,重型火力平台，搭载有主力舰级的火力。双重护盾的设计使 坚城 从各种意义上坚不可摧。由于过于紧凑的体积，只能安装巡洋舰级别的其他子系统。,,,,
HSI_Vision,SHIP,作为人之领时代就有雏形的突击舰，愿景-级 以巡洋学说为主要制导思想，目的是在对方防区附近投射支援导弹火力——或是作为矛头执行毁灭性打击。基于这种思路，愿景-级 将前部全部设计为导弹储备和生产空间，以贫弱的对前常规火力换取了强大的导弹火力和续航。五十年战争前，由于和速子的摩擦日益加剧，理事会认为战争风险愈来愈大，一大批旧式战舰被翻新了蓝图，愿景-级 正是其中之一。如今的 愿景-级 搭载有先进的护盾发生器和鱼雷工厂。,,,,
HSI_Weaver,SHIP,织缕-级 是一款轻型雷击舰。体型稍大，但配备了更强的引擎和脆弱船体的 织缕-级 并不如外观上那样笨拙。内置的生产设施使 织缕-级 能持续组织鱼雷打击。,,,,
HSI_ShanYu,SHIP,"山雨-级 被舰船工业分类为巡洋舰，但是由于安装了主力舰级别的子系统而不被其他势力承认。这也使得 山雨-级 并不如外观那样无害。灵活的火力配置配合高机动性，使 山雨-级 能轻松对抗大量小型目标。然而贫瘠的防护和对主力舰来说稍显逊色的火力使 山雨-级 难以在正面战场发挥作用。

作为""大型巡洋舰""计划的产物，山雨-级 是一条远超任何人之领时代巡洋舰尺寸的舰船——但又比传统意义上的战巡舰稍小。其搭载的时流系统可以完全将自身从本时空转移到另一条时间线，并以类似的方法将任何火力投射转移回来。早期实验中，测试人员发现这种系统会严重扰乱船上精密设备和生物的时间流，为此开发了时空稳定锚点。后续研究表明这种现象的影响随着脱离时间线的物体尺寸增加而剧烈上升，因而更小的型号无需安装此种设备。",,,,
HSI_Qiming,SHIP,启明-级 是一款轻型航母，通常用作护航航母使用。均衡的火力搭配 IFF 干扰器，对轻型目标具备极高的杀伤力。,,,,
HSI_Xianfeng,SHIP,朔风-级 开发于五十年战争后期，作为中型舰队的旗舰和航空支援舰使用。相较于老式航母，朔风-级 具备更精细规划的火力布局，使用较少的武器就能发挥出接近轻巡洋舰的火力。此外，在设计时就已经充分考虑到面对导弹火力的生存性，内置了一座当时声名鹊起的 反击 防空系统。,,,,
HSI_YunYan,SHIP,作为主力护卫舰的 云烟-级 是在与速子摩擦加剧期间，为对抗扩展纪元小型舰船设计的重火力护卫舰。强悍的火力即使面对专业炮艇也不落下风。,,,,
HSI_Mayfly,SHIP,一款专精防空的支援机，能在中近距离的战斗中提供全方位的防空屏障。对其他类型的目标效果颇为一般。,,,,
HSI_Flanker,SHIP,作为一款以制空为主要目的的战机，这种新锐截击机配备有强大但有限的重型防空火力。这些战机在备弹告罄后会立刻返航进行补给。这使得 侧卫 的战斗模式更类似轰炸机。,,,,
HSI_Conquest,SHIP,"暴君-级是老旧的征服者-级的全面升级型号。具备更厚重的装甲和新型的屏障系统，火力也进行了全面升级。

其前身超级征服者-级由速子科技受委托进行改造，搭载了高等级的护盾发生器和更厚重的装甲，以对抗日益加剧的舰载机威胁。人马座内战后，天苑四-乌托邦地形改造公司全面倒向光环动力，超级征服者-级也随之加入光环动力的现役队伍。五十年战争前，这些老舰的改造被提上日程，最终型号被命名为暴君-级。

新时代的战争态势与以往大为不同，以前的战术家们从未想过盾拖累矛的一天——而现在它降临了。在恐怖的火力面前，似乎只有更恐怖的火力才能扳回一城。

",,,,
HSI_Eagle,SHIP,金雕-级 扮演着机动远程火力支点的角色。换装屏障并未过多影响其战术风格，凭借无可挑剔的结构设计和武器配置， 金雕-级 可以说是舰船工业改造中变化幅度最小的。,,,,
HSI_Aurora,SHIP,能量屏障实用化后，极光-级 迅速被列入了改造名单。改造后称为 惑星-级，保留了 极光-级 经典的非对称设计。不少舰长认为这种改造实质上削弱了 惑星-级 的冲击能力。但充沛的武装使其在交火中仍然能发挥不俗的效率。,,,,
HSI_Sunder,SHIP,一款重火力驱逐舰。其原型是 破甲-级 驱逐舰，接受了全面重新设计后，以新的名字加入光环动力的舰队序列。猎隼-级 保留了 破甲-级 经典的武器布局和高能聚焦系统，只在结构上做出了一些改动。,,,,
